pid,location,totval
2996,313 FORBES AV,227000
2997,"781 RIVERSIDE DRORANGE, CT 06477",308900
2998,"2 OLD TOWN HIGHWAY #18EAST HAVEN, CT 06512",96000
2999,110 KENDALL ST,248000
3000,"8 WOODMERE CIRCLENORTH HAVEN, CT 06473",11400
3001,"8 WOODMERE CIRCLENORTH HAVEN, CT 06473",177800
3002,"8 WOODMERE CIRCLENORTH HAVEN, CT 06473",17500
3003,"8 WOODMERE CIRCLENORTH HAVEN, CT 06473",26300
3004,"8 WOODMERE CIRCLENORTH HAVEN, CT 06473",71100
3005,"38 GOOSEBERRY HILLWETHERSFIELD, CT 06109",281200
3006,6 RUSSO TER,153600
3007,"344 TANNER MARSH RDGUILFORD, CT 06437",31600
3008,"344 TANNER MARSH RDGUILFORD, CT 06437",31600
3009,"344 TANNER MARSH RDGUILFORD, CT 06437",31600
3010,"344 TANNER MARSH RDGUILFORD, CT 06437",33300
3011,"222 BORADWAY UNIT 6FYONKERS, NY 10701",121900
3012,205 FULTON TER,106000
3013,205 FULTON TER,34700
3014,"40 HILLSIDE VIEW RDNORTHFORD, CT 06472-1239",100800
3015,P O BOX 1564,125600
3016,304 FORBES AV,113400
3017,306 FORBES AV   306,113400
3018,308 FORBES AV,115300
3019,310 FORBES AV,113400
3020,312 FORBES AV   312,113400
3021,314 FORBES AV,113400
3022,316 FORBES AV  UNIT 316,113400
3023,182 KIMBERLY AV,113400
3024,330 FORBES AV 330,113400
3025,332 FORBES AV 332,113400
3026,334 FORBES AV,113400
3027,336 FORBES AV,113400
3028,338 FORBES AV,113400
3029,340 FORBES AV,113400
3030,342 FORBES AV,113400
3031,344 FORBES AV,115300
3032,50 FITCH  ST #206B,115300
3033,"PO BOX 650043DALLAS, TX 75265",113400
3034,"122 NORTH STGUILFORD, CT 06437",113400
3035,322 FORBES AV,113400
3036,"13323 23RD PLACE NESEATTLE, WA 98125",113400
3037,326 FORBES AV   UNIT 326,113400
3038,328 FORBES AV,113400
3039,5 CHAMBERLAIN ST,94500
3040,7 CHAMBERLAIN ST,113400
3041,9 CHAMBERLAIN ST,115300
3042,294 FORBES AV,105800
3043,296 FORBES AV UNIT 296,113400
3044,298 FORBES AV,113400
3045,300 FORBES AV,113400
3046,302 FORBES AV,115300
3047,350 FORBES AV # 350,113400
3048,354 FORBES AV,113400
3049,1 BREWERY ST APT T309 ,140300
3050,PO BOX 1912,763800
3051,25 CHAMBERLAIN ST,111500
3052,"493 THOMPSON AVEAST HAVEN, CT 06512-0000",150200
3053,43 CHAMBERLAIN ST,118400
3054,"97 BRADFORD AVEEAST HAVEN, CT 06512",101300
3055,"45 BAYARD AVNORTH HAVEN, CT 06473",114700
3056,63 CHAMBERLAIN ST,97000
3057,67 CHAMBERLAIN ST,125900
3058,73 CHAMBERLAIN ST,76300
3059,"500 DELAWARE AVE 11TH FLWILMINGTON, DE 19801",127800
3060,83 CHAMBERLAIN ST,99500
3061,40 FAIRMONT AV,146100
3062,87 CHAMBERLAIN ST,105100
3063,12 TYLER ST,101700
3064,165 CHURCH ST,860500
3065,816 WOODWARD AV,302900
3066,"92 DAMASCUS RDBRANFORD, CT 06405",70200
3067,"92 DAMASCUS RDBRANFORD, CT 06405",239200
3068,"6 BRANDHAVEN RDEAST HAVEN, CT 06512-0000",209800
3069,"8 FAWN MEADOW LNNORTH BRANFORD, CT 06471",33700
3070,"8 FAWN MEADOW LANENORTH BRANFORD, CT 064471",1600
3071,C/O ISRAEL CAMPOS6 BROWN PL,64200
3072,8 BROWN PL,91300
3073,10  BROWN PL,123500
3074,12 BROWN PL,43000
3075,14 BROWN PL,141800
3076,P O BOX 1564,37000
3077,P O BOX 1564,36100
3078,P O BOX 1564,36100
3079,1314 TOWNSEND AV,117500
3080,"34 WHALERS PT RDEAST HAVEN, CT 06512",116400
3081,1302 TOWNSEND AV,146300
3082,"3 EAST SHORE DRCLINTON, CT 06413",151100
3083,1290 TOWNSEND AV,205900
3084,"100 CHATTERTON WAYHAMDEN, CT 06518",396600
3085,1274 TOWNSEND AV,133600
3086,1270 TOWNSEND AV,157800
3087,"356 DRUMMOND RDORANGE, CT 06477",234800
3088,99 ADELINE ST,160900
3089,1254 TOWNSEND AV,113100
3090,"14221 DALLAS PARKWAYSUITE 1000DALLAS, TX 75254",155200
3091,1246 TOWNSEND AV,118900
3092,1230 TOWNSEND AV,127500
3093,458 FORBES AV,40800
3094,1242 TOWNSEND AV,1600
3095,458 FORBES AV,1418500
3096,458 FORBES AV,163900
3097,PO BOX 3230,204500
3098,PO BOX 3230,167600
3099,PO BOX 3230,554600
3100,434 FORBES AV,381200
3101,"C/O RYANPO BOX 460049HOUSTON, TX 77056",600300
3102,434 FORBES AV,38100
3103,434 FORBES AV,143400
3104,825 WOODWARD AVE,131200
3105,434 FORBES AV,116700
3106,835 WOODWARD AV,248200
3107,841 WOODWARD AV,128700
3108,847 WOODWARD AV,143700
3109,851 WOODWARD AV,147600
3110,855 WOODWARD AV,133800
3111,360 ORANGE ST,148300
3112,"655 CEDAR GROVE RDORANGE, CT 06477",153700
3113,"655 CEDAR GROVE RDORANGE, CT 06477",164400
3114,81 OAKLEY ST,119000
3115,107 ASHLAND PL,153100
3116,115 ASHLAND PL,121100
3117,"6 HARRISON STNEW YORK, NY 10013",35300
3118,590 FORBES AV,236700
3119,67 OAKLEY ST,114700
3120,"10 CENTERVIEW RDWOODBRIDGE, CT 06525",115700
3121,1245 TOWNSEND AV,154900
3122,"484 RYE STELMONT, NY 11003",128700
3123,17 IRVINGTON ST,130000
3124,23  IRVINGTON ST,159000
3125,29 IRVINGTON ST,145700
3126,147 TUTTLE DR,149600
3127,39 IRVINGTON ST,144500
3128,45 IRVINGTON ST,151600
3129,49 IRVINGTON STREET,126600
3130,59 IRVINGTON ST,136000
3131,55 IRVINGTON ST,129400
3132,61 IRVINGTON ST,146000
3133,30 ASHLAND PL,129400
3134,75 IRVINGTON ST,162700
3135,81 IRVINGTON ST,164400
3136,"322 LAKE VILLA WAYHAINES, FL 33844",143300
3137,98 OAKLEY ST,131200
3138,84 ASHLAND PL,169400
3139,"4751 WEST BAY BLVD # 802ESTERO, FL 33928",133300
3140,72 ASHLAND PL,133400
3141,64 ASHLAND PL,146900
3142,60 ASHLAND PL,144300
3143,54 ASHLAND PL,144800
3144,50 ASHLAND PL,178700
3145,42 ASHLAND PL,142700
3146,36 ASHLAND PL,144900
3147,30 ASHLAND PL,169500
3148,24 ASHLAND PLACE,140700
3149,50 FITCH ST STE 206B,144300
3150,16 ASHLAND PL,158400
3151,"1945 ROUTE 80GUILFORD, CT 06437",173300
3152,1235 TOWNSEND AV,154500
3153,1239 TOWNSEND AV,138200
3154,1241 TOWNSEND AV,162200
3155,"28 STANFORD LANORTH HAVEN, CT 06473",177400
3156,113 IRVINGTON ST,169600
3157,116 ASHLAND PL,171100
3158,91 OAKLEY ST,154500
3159,95 OAKLEY ST,116200
3160,101 OAKLEY ST,172700
3161,"532 NORTH HIGH STEAST HAVEN, CT 06512",3200
3162,"404 HILL STHAMDEN, CT 06514-0000",182500
3163,"404 HILL STHAMDEN, CT 06514",42600
3164,"37 RANDOLPH FARM RDMILFORD, CT 06460",160900
3165,19 CHESTER ST,177300
3166,25 CHESTER ST,140000
3167,29 CHESTER ST,145000
3168,35 CHESTER ST,165500
3169,37 CHESTER ST,164200
3170,47 CHESTER ST,116200
3171,51 CHESTER ST,154800
3172,138 OAKLEY ST,192100
3173,132 OAKLEY ST,152500
3174,128 OAKLEY ST,146500
3175,"20 TAMMY HILL RDWALLINGFORD, CT 06492",116000
3176,"20 TAMMY HILL RDWALLINGFORD, CT 06492",38700
3177,"20 TAMMY HILL RDWALLINGFORD, CT 06492",118900
3178,"20 TAMMY HILL RDWALLINGFORD , CT 06492",152000
3179,60 IRVINGTON ST,124000
3180,54 IRVINGTON ST,155200
3181,50 IRVINGTON ST,165200
3182,42 IRVINGTON ST,151900
3183,"493 THOMPSON AVEAST HAVEN, CT 06512-0000",129600
3184,34 IRVINGTON ST,136700
3185,30 IRVINGTON ST,144700
3186,"352 HARDAMAN CIRBOONE, NC 28607",162900
3187,20 IRVINGTON ST,225800
3188,5 BURWELL ST,171000
3189,"30 FULLER AVESWAMPSCOTT, MA 01907",25300
3190,"30 FULLER AVESWAMPSCOTT, MA 01907",40700
3191,"404 HILL STHAMDEN, CT 06514-0000",149200
3192,135 OAKLEY ST,131100
3193,138 PEAT MEADOW RD,122500
3194,136 PEAT MEADOW RD,183900
3195,91  CHESTER ST,138700
3196,118 IRVINGTON ST,119500
3197,112  IRVINGTON ST,143700
3198,108 IRVINGTON ST,127600
3199,115 OAKLEY ST,176100
3200,PO BOX 271,161800
3201,125 OAKLEY ST,150400
3202,"23 DORIE DRNORTH BRANFORD, CT 06471",111300
3203,133 OAKLEY ST,122600
3204,55 BURWELL ST,139600
3205,"15 HOSLEY AVEBRANFORD, CT 06405",224300
3206,262 PEAT MEADOW RD,213000
3207,262 PEAT MEADOW RD,34900
3208,250 PEAT MEADOW RD,154900
3209,244 PEAT MEADOW RD,143700
3210,"5036 RIDGE RDNORTH HAVEN, CT 06473",525000
3211,60 CHESTER ST,172100
3212,56 CHESTER ST,117500
3213,50 CHESTER ST,154900
3214,38 CHESTER ST,148100
3215,30 CHESTER ST,153800
3216,28 CHESTER ST,157900
3217,20 CHESTER ST,110100
3218,43 BURWELL ST,141500
3219,"67 GULL ROADMIDDLETOWN, NJ 07748",144300
3220,"575 BENHAM STHAMDEN, CT 06514",182700
3221,171 OAKLEY ST,152200
3222,150 HARBOUR CLOSE #204,146800
3223,182 PEAT MEADOW RD,125800
3224,178 PEAT MEADOW ROAD,129900
3225,172 PEAT MEADOW RD,136700
3226,64 ASHLAND PL,114600
3227,90 CHESTER ST,162000
3228,145 OAKLEY ST,137100
3229,"5036 RIDGE RDNORTH HAVEN, CT 06473",150000
3230,165 OAKLEY ST,183400
3231,1287 TOWNSEND AV,105500
3232,40 BURWELL ST   UNIT 40,73200
3233,44 BURWELL ST # 44,75600
3234,42 BURWELL ST 42,75600
3235,"86 DALE DRMILFORD, CT 06461",124200
3236,32 BURWELL ST,117100
3237,1269 TOWNSEND AV,259900
3238,"PO BOX 650043DALLAS, TX 75265",99800
3239,1285 TOWNSEND AVENUE,150200
3240,100 WATERFRONT ST,851400
3241,720 EDGEWOOD AV,4181200
3242,115 PEAT MEADOW RD,3238600
3243,100 WARWICK ST,77800
3244,100 WATERFRONT ST,3612000
3245,100 WATERFRONT ST,100200
3246,30 WATERFRONT ST,11000
3247,P O BOX 1564,39100
3248,P O BOX 1564,37900
3249,P O BOX 1564,38700
3250,P O BOX 1564,38500
3251,P O BOX 1564,38500
3252,P O BOX 1564,37400
3253,P O BOX 1564,36700
3254,115 BURWELL ST,164200
3255,121 BURWELL ST,148800
3256,127 BURWELL ST,130800
3257,131 BURWELL ST,134300
3258,135 BURWELL ST,139500
3259,139 BURWELL ST,114900
3260,143 BURWELL ST,157400
3261,P O BOX 1912,200500
3262,157 BURWELL ST,148000
3263,163 BURWELL ST,194600
3264,175 BURWELL ST,134100
3265,100 WARWICK ST,132400
3266,100 WARWICK ST,3300
3267,100 WARWICK ST,40500
3268,197 BURWELL ST,222300
3269,197 BURWELL ST,20600
3270,80 MILTON ST,3200
3271,175 BURWELL ST,211100
3272,70 MILTON ST,170500
3273,74 MILTON ST,164600
3274,76 MILTON ST,142000
3275,78 MILTON ST,158800
3276,66 MILTON ST,88800
3277,62 MILTON ST,151400
3278,58 MILTON ST,127600
3279,50 MILTON ST,218700
3280,42 MILTON ST,172600
3281,P O BOX 1564,38500
3282,P O BOX 1564,35600
3283,P O BOX 1564,35600
3284,P O BOX 1564,35600
3285,P O BOX 1564,38500
3286,"32 DWIGHT PLEAST HAVEN, CT 06512",173300
3287,P O BOX 1564,37000
3288,100 WATERFRONT ST,71100
3289,197 BURWELL ST,21100
3290,100 WATERFRONT ST,29100
3291,29 RIVERVIEW RD,46000
3292,10 BELLEVUE ST,2700
3293,165 CHURCH ST,2900
3294,29 RIVERVIEW RD,217600
3295,45 RIVERVIEW RD,134400
3296,"1159 SE PALM BEACH RDPORT ST LUCIE, FL 34952",319200
3297,"388 SAN MILL RDGUILFORD, CT 06437",149600
3298,15 CROFTON ST,184700
3299,"48 WILLFORD RDNORTH BRANFORD, CT 06471",128500
3300,35 RIVERVIEW RD,36400
3301,135 CROFTON ST,44300
3302,45 CROFTON ST,162200
3303,59 CROFTON ST,140100
3304,"C/O MICHAELSON, CONNER, & BOUL4400 WILL ROGERS PKWY STE 300OKLAHOMA CITY, OK 73108",237800
3305,79 CROFTON ST,204700
3306,91 CROFTON STREET,113200
3307,103 CROFTON ST,145500
3308,115  CROFTON ST,142100
3309,125 CROFTON ST,124400
3310,135 CROFTON STREET,119800
3311,79 CABOT ST,157900
3312,135 CROFTON ST,113500
3313,135 CROFTON ST,123300
3314,135 CROFTON ST,35300
3315,103 CROFTON ST,3500
3316,165 CHURCH ST,35300
3317,91 CROFTON ST,3900
3318,91 CROFTON ST,3900
3319,135 CROFTON ST,37000
3320,135 CROFTON ST,3200
3321,135 CROFTON ST,20100
3322,135 CROFTON ST,35300
3323,135 CROFTON ST,35300
3324,135 CROFTON ST,35300
3325,135 CROFTON ST,43600
3326,"16 PARK STGLOVERSVILLE, NJ 12078",35600
3327,165 CHURCH ST,35300
3328,"16 PARK STGLOVERSVILLE, NJ 12078",34900
3329,"16 PARK STGLOVERSVILLE, NJ 12078",34500
3330,"16 PARK STGLOVERSVILLE, NJ 12078",34500
3331,160 BURWELL ST,139400
3332, BURWELL ST,40500
3333,140 BURWELL ST,126400
3334,134 BURWELL ST,138200
3335,130 BURWELL ST,113400
3336,120 BURWELL ST,138100
3337,112 BURWELL ST,97400
3338,106 BURWELL ST,168100
3339,165 CHURCH ST,354000
3340,67 QUINNIPIAC AV,147600
3341,65 QUINNIPIAC AV,147600
3342,63 QUINNIPIAC AV,147600
3343,61 QUINNIPIAC AV,147600
3344,59 QUINNIPIAC AV,147600
3345,57 QUINNIPIAC AV UNIT 57,147600
3346,55 QUINNIPIAC AV,136200
3347,53 QUINNIPIAC AV    53,136200
3348,51 QUINNIPIAC AV #51,136200
3349,49 QUINNIPIAC AV,136200
3350,47 QUINNIPIAC AV,147600
3351,45 QUINNIPIAC AV  #45,147600
3352,43 QUINNIPIAC AV,147600
3353,41  QUINNIPIAC AV,147600
3354,39 QUINNIPIAC AV,147600
3355,37 QUINNIPIAC AV,147600
3356,720 EDGEWOOD AV,40800
3357,99 FAIRMONT AVENUE,155400
3358,3 FARREN AV,136800
3359,9 FARREN AV,121300
3360,15 FARREN AV,159800
3361,17 FARREN AV,590600
3362,PO BOX 1433,26000
3363,31 FARREN AV #A-2,26000
3364,PO BOX 1433,26000
3365,"PO BOX 707BRANFORD, CT 06405",26000
3366,"33 OAK HILL DRIVENIANTIC, CT 06357",26000
3367,"PO BOX 707BRANFORD, CT 06405",26000
3368,"16 JUSTINE DRNORTH HAVEN, CT 06473",26000
3369,"PO BOX 707BRANFORD, CT 06405",26000
3370,PO BOX 1433,26000
3371,"PO BOX 707BRANFORD, CT 06405",26000
3372,770 CHAPEL ST,27800
3373,"PO BOX 707BRANFORD, CT 06405",26000
3374,40 FOXON HILL RD UNIT 54,26000
3375,40 FOXON HILL RD UNIT 54,26000
3376,40 FOXON HILL ROAD UNIT 54,26000
3377,40 FOXON HILL RD UNIT 54,26000
3378,"129 NORTH HILL RDNORTH HAVEN, CT 06473",26000
3379,"PO BOX 707BRANFORD, CT 06405",26000
3380,"129 NORTH HILL RDNORTH HAVEN, CT 06473",26000
3381,23 FARREN AV #C-4,26000
3382,PO BOX 1433,26000
3383,"129 NORTH HILL ROADNORTH HAVEN, CT 06473",26000
3384,"1273 WOLCOTT RDWOLCOTT, CT 06716",26000
3385,770 CHAPEL ST,26000
3386,"1 FIELDCREST DRMONSEY, NY 10952",97300
3387,"1 FIELDCREST DRMONSEY, NY 10952",132200
3388,43 FARREN AV,136500
3389,"82 WESTFIELD AVEWEST HAVEN, CT 06516",166900
3390,"318 JUNIPER DRORANGE, CT 06477",280600
3391,57 FARREN AV,291200
3392,57 FARREN AV,34900
3393,67 FARREN AVE,140800
3394,50 FITCH ST STE 206B,334600
3395,77 FARREN AV,149500
3396,91-93 FARREN AV,224300
3397,"142 MAIN ST ROUTE 131STURBRIDGE, MA 01566",53100
3398,185 FULTON ST,121200
3399,209 FULTON ST,78100
3400,215 FULTON ST,117900
3401,217 FULTON STREET,116400
3402,360 ORANGE ST,1841600
3403,200 QUINNIPIAC AV,123400
3404,1446 ELLA T GRASSO BLVD,125000
3405,192 QUINNIPIAC AV,146700
3406,188 QUINNIPIAC AV,146000
3407,184 QUINNIPIAC AV,153200
3408,"PO BOX 120171EAST HAVEN, CT 06512",136800
3409,172 QUINNIPIAC AV,95800
3410,"3 CLANCY STEAST HAVEN, CT 06512",122000
3411,"3 CLANCY STEAST HAVEN, CT 06512",121300
3412,"PO BOX 120171EAST HAVEN, CT 06512",129800
3413,112 QUINNIPIAC AVE,126000
3414,"449 WASHINGTON AVWEST HAVEN, CT 06516",121400
3415,96 QUINNIPIAC AVE,130300
3416,88 QUINNIPIAC AV,139500
3417,84 QUINNIPIAC AV,140200
3418,84 FORT HALE RD,589400
3419,84 FORT HALE RD,32600
3420,"13455 NOEL RD2 GALLERIA TOWER STE 950DALLAS, TX 75240",82700
3421,20 FARREN AV,283700
3422,20 FARREN AVE,126800
3423,87  FAIRMONT AV,144500
3424,"PO BOX 91WEST HAVEN, CT 06516",98900
3425,84 FORT HALE RD,297800
3426,107 FAIRMONT AV,137400
3427,"PO BOX 120171EAST HAVEN, CT 06512",109500
3428,"92 ROGERS ST # 7BRANFORD, CT 06405",124200
3429,117 FAIRMONT AV,131200
3430,"1 FIELDCREST DRMONSEY, NY 10952",138100
3431,125 FAIRMONT AV,149900
3432,"12 FRIENDLY RDNORWALK, CT 06851",295600
3433,74 FARREN AV,150800
3434,"2277 RIDGE ROADNORTH HAVEN, CT 06473",111200
3435,"1812 GROVE ST, 1ST FLRIDGEWOOD, NY 11385",2500
3436,62 FARREN AV,135500
3437,"175 TREADWELL STHAMDEN, CT 06517",326100
3438,"1 FIELDCREST DRMONSEY, NY 10952",129000
3439,"PO BOX 243COLEBROOK, CT 06021",139900
3440,"8 GREENWOOD LNGUILFORD, CT 06537",92800
3441,20 FARREN AVE,37700
3442,50 CHAMBERLAIN ST,136800
3443,26 CHAMBERLAIN PL,154700
3444,"24 GAYLORD MTN RDBETHANY, CT 06524",92500
3445,30 CHAMBERLAIN PL,107300
3446,"PO BOX 120713EAST HAVEN, CT 06512",115200
3447,360 ORANGE ST,196600
3448,NA,NA
3449,87 FULTON ST,168600
3450,"2661 WHITNEY AVEHAMDEN, CT 06518",307300
3451,PO BOX 7351,616800
3452,360 ORANGE ST,5213400
3453,56 FAIRMONT AV,146800
3454,C/O JORGE AZPURUAPO BOX 291,1122000
3455,54 CHAMBERLAIN ST,152300
3456,P O BOX 9578,853700
3457,172 FORBES AV,49200
3458,400 WATERFRONT ST,285600
3459,51 LONGHINI LANE,456000
3460,51 LONGHINI LANE,66000
3461,27 LAURA ST,336300
3462,222 FORBES AV,748500
3463,"81 SUGAR HILL RDNORTH HAVEN, CT 06473",333400
3464,222 FORBES AVE,943800
3465,NA,NA
3466,51 LONGHINI LANE,80400
3467,51 LONGHINI LANE,62400
3468,51 LONGHINI LANE,62400
3469,51 LONGHINI LANE,295500
3470,99 LAURA ST,348300
3471,57 GOODWIN ST,60900
3472,85 LAURA ST,270700
3473,99 LAURA ST,65900
3474,59 GOODWIN ST,61200
3475,"32 MOUNTAIN LAFARMINGTON, CT 06032",53200
3476,"7 FARM RIVER RDEAST HAVEN, CT 06512",73000
3477,"7 FARM RIVER RDEAST HAVEN, CT 06512",188800
3478,"260 COMMERCE STEAST HAVEN, CT 06512",394800
3479,66 FULTON ST,150900
3480,85 LAURA ST,36100
3481,"40 WINTERGREEN AVHAMDEN, CT 06514",151500
3482,50 WARREN ST,116500
3483,99 CLIFTON ST,115200
3484,"39 WOOD STWEST HAVEN, CT 06516",306600
3485,"94 MUNGERTOWN RDMADISON, CT 06443",108800
3486,55 LAURA ST,433300
3487,"10790 RANCHO BERNARDO RDSAN DIEGO, CA 92127",147600
3488,27 LAURA ST,193400
3489,48 FULTON ST,137300
3490,27 LAURA ST,33500
3491,50 WARREN ST,88600
3492,"50 SUNSET HILL DRBRANFORD, CT 06405",269300
3493,27 LAURA ST,864000
3494,14 FULTON ST,101000
3495,PO BOX 1564,231200
3496,"127 ESTATE ACRES DRORANGE, CT 06477",208800
3497,55 FULTON ST,130700
3498,27 FULTON ST,552600
3499,"8742 LUCENT BLVD STE 300HIGHLANDS RANCH, CO 80129",56400
3500,8 CHAMBERLAIN ST,58100
3501,10 CHAMBERLAIN ST,72400
3502,"PO BOX 3616WOODBRIDGE, CT 06525",62400
3503,PO BOX 1912,58200
3504,"16 CHAMBERLAIN ST, UNIT 6",58100
3505,18 CHAMBERLAIN ST    18,58100
3506,20 CHAMBERLAIN ST  UNIT 8,58100
3507,22 CHAMBERLAIN ST,58100
3508,"77 NIDA DRNORTHFORD, CT 06472",60500
3509,360 ORANGE ST,68400
3510,1 CHAMBERLAIN PL  12,58100
3511,3 CHAMBERLAIN PL 13,58100
3512,5 CHAMBERLAIN PL UNIT 14,62500
3513,"1574 CARROLL STBROOKLYN, NY 11213",56400
3514,9 CHAMBERLAIN PL  UNIT 16,56400
3515,11 CHAMBERLAIN PL,58100
3516,"33 WEST TERRACE RDGREAT NECK, NY 11021",56400
3517,"PO BOX 3616WOODBRIDGE, CT 06525",56400
3518,19 CHAMBERLAIN PL  UNIT 20,58100
3519,21 CHAMBERLAIN PL,56400
3520,"600 HAWKINS RDORANGE, CT 06477",58100
3521,"33 WEST TERRACE RDGREAT NECK, NY 11021",58100
3522,44 CHAMBERLAIN ST   B,56400
3523,360 ORANGE ST,63300
3524,42B CHAMBERLAIN ST UNIT 26,56400
3525,42 CHAMBERLAIN ST A-27,56400
3526,40 CHAMBERLAIN ST,62600
3527,"31 WEST TERRACE RDGREAT NECK, NY 11021",62600
3528,360 ORANGE ST,58700
3529,360 ORANGE ST,58200
3530,360 ORANGE ST,60500
3531,360 ORANGE ST,60400
3532,360 ORANGE ST,62200
3533,"95 SANTA FE AVEHAMDEN, CT 06517",56400
3534,"95 SANTA FE AVENUEHAMDEN, CT 06517",56400
3535,28 CHAMBERLAIN ST # B,58100
3536,28 CHAMBERLAIN ST A,56400
3537,36 CHAMBERLAIN ST       A,62600
3538,36B CHAMBERLAIN ST  UNIT 40,64600
3539,38 CHAMBERLAIN ST,60400
3540,38 CHAMBERLAIN ST B,64600
3541,48 CHAMBERLAIN ST,56400
3542,48 CHAMBERLAIN ST   UNIT A,58100
3543,"961 NORTH HIGH STEAST HAVEN, CT 06512",135000
3544,282 FORBES AV,291300
3545,"33 ELLIS RDEAST HAVEN, CT 06512",219000
3546,262 FORBES AV,323200
3547,11 FULTON ST,151000
3548,"33 ELLIS RDEAST HAVEN, CT 06512",26000
3549,400 WATERFRONT ST,3260300
3550,400 WATERFRONT ST,4585800
3551,"8700 WEST BRYN MAWR AVENORTH TOWER SUITE 300CHICAGO, IL 60631",1835800
3552,"PO BOX 22186TULSA, OK 74121-2186",7342130
3553,"PO BOX 317546NEWINGTON, CT 06131-7546",416900
3554,"DEPT. OF TRANSPORTATIONNEWINGTON, CT 06131-7546",540100
3555,"DEPT OF TRANSPORTATIONNEWINGTON, CT 06131-7546",49800
3556,"20 OLD FARMS RDCHESHIRE, CT 06410",336700
3557,153 FORBES AV,1041500
3558,165 CHURCH ST,5446400
3559,555 LONG WHARF DRIVE,5400000
3560,555 LONGWHARF DR,2900000
3561,"2 JERICHO PLAZAWING C SUITE 110JERICHO, NY 11753",1174700
3562,"100 CROSSING BLVDFRAMINGHAM, MA 01702-5401",5232600
3563,"PO BOX 317546NEWINGTON, CT 06131-7546",93400
3564,"PO BOX 317546NEWINGTON, CT 06131-7546",184100
3565,"2109 HERBERTSVILLE RDPOINT PLEASANT, NJ 08742",1075800
3566,P O BOX 1564,8900
3567,"PO BOX 22186TULSA, OK 74121",5113200
3568,"355 WASHINGTON AVNORTH HAVEN, CT 06473",41900
3569,1439 STATE ST,74200
3570,"9 NIDA DRNORTHFORD, CT 06472",94900
3571,190 FAIRMONT AV,178900
3572,"316 WEST SPRING STWEST HAVEN, CT 06516",117900
3573,180 FAIRMONT AV,41000
3574,176 FAIRMONT AVE,148100
3575,168 FAIRMONT AVE,149000
3576,"173 BLUE HILLS AVHAMDEN, CT 06514",124800
3577,156 FAIRMONT AV,117200
3578,"PO BOX 91WEST HAVEN, CT 06516",160900
3579,146 FAIRMONT AV,118100
3580,"133 CENTER STWEST HAVEN, CT 06516",171900
3581,134 FAIRMONT  AVE,165400
3582,140 FULTON ST,158400
3583,126 FULTON ST,179500
3584,130 FULTON ST,330900
3585,"224 OPENING HILL RDMADISON, CT 06443",778700
3586,74 GOODWIN ST,108700
3587,"55 MORGAN TERRACEEAST HAVEN, CT 06512",67800
3588,"3013 DIXWELL AVHAMDEN, CT 06518",51000
3589,"55 MORGAN TERRACEEAST HAVEN, CT 06512",327900
3590,20 GOODWIN ST,377100
3591,PO BOX 8572,2069900
3592,"15 MULLEN ROADENFIELD, CT 06082",5170507
3593,"50 MORGAN TERRACEEAST HAVEN, CT 06512",106600
3594,176 FORBES AV,142500
3595,"PO BX 1357NEW BRITAIN, CT 06051",383200
3596,"PO BOX 1357NEW BRITAIN, CT 06050",117200
3597,"PO BOX 1357NEW BRITAIN, CT 06050",40100
3598,"92 ASPEN LASTAMFORD, CT 06903-3033",643200
3599,"580 FOXON RDEAST HAVEN, CT 06512",124800
3600,139 - 141 FAIRMONT AV,131100
3601,143 FAIRMONT AV,146100
3602,153 FAIRMONT AV,126500
3603,"PO BOX 91WEST HAVEN, CT 06516",89600
3604,"222 EDGEMANK ACRESMERIDEN, CT 06451",125600
3605,169 FAIRMONT AV,123200
3606,"PO BOX 3616WOODBRIDGE, CT 06525",116600
3607,179 FAIRMONT AV,124400
3608,181 FAIRMONT AV,151100
3609,187 FAIRMONT AV,123500
3610,193 FAIRMONT AV,137400
3611,197 FAIRMONT AV,148900
3612,194 CLINTON AV,35900
3613,24 LANCRAFT ST,124500
3614,140 FARREN AV,152400
3615,136 FARREN AV,132100
3616,126 FARREN AV,94200
3617,"473 MAIN STEAST HAVEN, CT 06512",191700
3618,118 FARREN AV,136700
3619,112 FARREN AV,163100
3620,"65 WEST MEADOW RDWEST HAVEN, CT 06516",138900
3621,102 FARREN AV,141200
3622,100 FARREN AV,1.00E+05
3623,94 FARREN AV,126900
3624,101 FARREN AV,249400
3625,103 FARREN AV,149000
3626,165 CHURCH ST,35100
3627,111 FARREN AV,148200
3628,117 FARREN AV,144100
3629,123 FARREN AV,91600
3630,"31 FARNSWORTHHAMDEN, CT 06514",287700
3631,131 FARREN AV,158900
3632,"1088 QUEEN ANNE RDTEANECK, NJ 07666",279100
3633,"PO BOX 4506STAMFORD, CT 06097",305000
3634,28 PARDEE ST,140300
3635,NA,NA
3636,18 PARDEE ST 2ND FL,113300
3637,14 PARDEE ST,136100
3638,"PO BOX 3616WOODBRIDGE, CT 06525",120200
3639,6 PARDEE ST,91700
3640,"1008 MAIN STREETBRANFORD, CT 06405",104400
3641,17 PARDEE ST,152100
3642,25 PARDEE ST,200200
3643,31 PARDEE ST,159500
3644,262 QUINNIPIAC AV,111000
3645,81 LANCRAFT ST,137000
3646,"2661 WHITNEY AVHAMDEN, CT 06518",174600
3647,244 QUINNIPIAC AV,122600
