"pid","location","totval"
8578,"197 KIMBERLY AVEEAST HAVEN, CT 06512",95900
8579,"159 MONROE STNEW HAVEN, CT 06511",97100
8580,"512  LOMBARD STNEW HAVEN, CT 06513",126000
8581,"508 LOMBARD STNEW HAVEN, CT 06513",124500
8582,"504 LOMBARD STNEW HAVEN, CT 06513",111600
8583,"140 SUMMIT STNEW HAVEN, CT 06513",141800
8584,"430 BLATCHLEY AVENEW HAVEN, CT 06513",96900
8585,"426 BLATCHLEY AVNEW HAVEN, CT 06513",70400
8586,"422 BLATCHLEY AVNEW HAVEN, CT 06513",113600
8587,"420 BLATCHLEY AVNEW HAVEN, CT 06513",66600
8588,"416 BLATCHLEY AVNEW HAVEN, CT 06513",73700
8589,"52 WEST PROSPECT STNEW HAVEN, CT 06515",81200
8590,"404 BLATCHLEY AVNEW HAVEN, CT 06513",88200
8591,NA,NA
8592,"400 BLATCHLEY AVNEW HAVEN, CT 06513",84200
8593,"313 GRAND AVENEW HAVEN, CT 06513",68300
8594,"396 BLATCHLEY AVNEW HAVEN, CT 06513",77200
8595,"394 BLATCHLEY AVNEW HAVEN, CT 06513",90200
8596,"388 BLATCHLEY AVNEW HAVEN, CT 06513",79800
8597,"391 LEXINGTON AVENEW HAVEN, CT 06513",124700
8598,"384  BLATCHLEY AVNEW HAVEN, CT 06513",20500
8599,"1565 RHEY AVEWALLINGFORD, CT 06492",92500
8600,"10 HOWARD STNEW HAVEN, CT 06513",61600
8601,"374 BLATCHLEY AVNEW HAVEN, CT 06513",77900
8602,"C/O TOM KRYZANSKI200 RIVER VALLEY RDSTRATFORD, CT 06614",105900
8603,"368 BLATCHLEY AVNEW HAVEN, CT 06513",107100
8604,"165 CHURCH STNEW HAVEN, CT 06510",20100
8605,"165 CHURCH STNEW HAVEN, CT 06510",20500
8606,"3 BRANTWOOD LASTAMFORD, CT 06903",70400
8607,"348 BLATCHLEY AVNEW HAVEN, CT 06513",68800
8608,"344  BLATCHLEY AVNEW HAVEN, CT 06513",371500
8609,"65 MONROE STNEW HAVEN, CT 06513",111800
8610,"344 BLATCHLEY AVENEW HAVEN, CT 06513",15900
8611,"348 BLATCHLEY AVNEW HAVEN, CT 06513",500
8612,"69 MONROE STNEW HAVEN, CT 06513",108400
8613,"318 GRAND AVENEW HAVEN, CT 06513",69300
8614,"PO BOX 8381NEW HAVEN, CT 06530",74900
8615,"85 MONROE STNEW HAVEN, CT 06513",102700
8616,"89 MONROE STNEW HAVEN, CT 06513",79700
8617,"90 KNOLLWOOD RDNORTH HAVEN, CT 06473",118400
8618,"90 KNOLLWOOD RDNORTH HAVEN, CT 06473",109100
8619,"107  MONROE STNEW HAVEN, CT 06511",76700
8620,"113 MONROE STNEW HAVEN, CT 06513",99000
8621,"72 CARLETON STHAMDEN, CT 06517",54600
8622,"119 MONROE STNEW HAVEN, CT 06513",82700
8623,"PO BOX 3616WOODBRIDGE, CT 06525",69800
8624,"90 KNOLLWOOD DRNORTH HAVEN, CT 06473",89800
8625,"90 KNOLLWOOD RDNORTH HAVEN, CT 06473",114800
8626,"90 KNOLLWOOD RDNORTH HAVEN, CT 06473",98400
8627,"90 KNOLLWOOD RDNORTH HAVEN, CT 06473",115800
8628,"397 GRAND AVP O BOX 4NEW HAVEN, CT 06513",47900
8629,"145 MONROE STNEW HAVEN, CT 06513",52900
8630,"149 MONROE STNEW HAVEN, CT 06513",64900
8631,"260 LAKEVIEW TERNEW HAVEN, CT 06515",101700
8632,"480 LOMBARD STNEW HAVEN, CT 06511",114500
8633,"431 BLATCHLEY AVENEW HAVEN, CT 06513",64900
8634,"474 LOMBARD STNEW HAVEN, CT 06513",117500
8635,"50 CRICKET TRAILGUILFORD, CT 06437",100100
8636,"139 ORANGE STSUITE 301NEW HAVEN, CT 06510",830000
8637,"194 FILLMORE STNEW HAVEN, CT 06513",117800
8638,"6300 BOOTH STREGO PARK, NY 11374",123800
8639,"91 FILBERT STHAMDEN, CT 06517",83900
8640,"182 FILLMORE STNEW HAVEN, CT 06513",86400
8641,"162 FILLMORE STNEW HAVEN, CT 06513",20500
8642,NA,NA
8643,NA,NA
8644,"162 FILLMORE STNEW HAVEN, CT 06513",976500
8645,"162 FILLMORE STNEW HAVEN, CT 06513",27000
8646,"28 ELLSWORTH AVNEW HAVEN, CT 06511",112100
8647,"154 FILLMORE STNEW HAVEN, CT 06513",85200
8648,"QUINNIPIAC BANK & TRUST CO N.A2600 DIXWELL AVHAMDEN, CT 06514",97400
8649,"146 FILLMORE STNEW HAVEN, CT 06511",86700
8650,"117 SHORT BEACH ROADEAST HAVEN, CT 06512",146100
8651,"136 FILLMORE STNEW HAVEN, CT 06513",110300
8652,"132 FILLMORE STNEW HAVEN, CT 06511",94500
8653,"126  FILLMORE STNEW HAVEN, CT 06513",95600
8654,"124 FILLMORE STNEW HAVEN, CT 06511",81500
8655,"500 BOSTON POST RDMILFORD, CT 06460",97000
8656,"199 PINE STNEW HAVEN, CT 06513",78700
8657,"201 PINE STNEW HAVEN, CT 06513",73300
8658,"301 WEST BAY STJACKSONVILLE, FL 32202",91400
8659,"318 GRAND AVENEW HAVEN, CT 06513",132100
8660,NA,NA
8661,"355 BLATCHLEY AVNEW HAVEN, CT 06513",100100
8662,"361  BLATCHLEY AVNEW HAVEN, CT 06513",90800
8663,"172 HEMINGWAY AVEAST HAVEN, CT 06512-0000",99400
8664,"369 BLATCHLEY AVNEW HAVEN, CT 06513",135900
8665,"50 FITCH ST SUITE 206BNEW HAVEN, CT 06515",361900
8666,"381 BLATCHLEY AVNEW HAVEN, CT 06513",98800
8667,"PO BOX 6171HAMDEN, CT 06517",97000
8668,"315 DUNBAR HILL RDHAMDEN, CT 06514",74200
8669,"395 BLATCHLEY AVNEW HAVEN, CT 06513",85100
8670,"397 BLATCHLEY AVNEW HAVEN, CT 06513",131500
8671,"405 BLATCHLEY AVNEW HAVEN, CT 06513",34000
8672,"409 BLATCHLEY AVNEW HAVEN, CT 06513",82900
8673,"1563 PEA POND RDBELLMORE, NY 11710",80100
8674,"2160 SATELLITE BLVD STE 160DULUTH, GA 30097",79500
8675,"PO BOX 1037NORTH BRANFORD, CT 06471",82200
8676,"50 FITCH ST STE 206BNEW HAVEN, CT 06515",89900
8677,"427 BLATCHLEY AVNEW HAVEN, CT 06513",93800
8678,"202 GOFF DREAST HAVEN, CT 06512-0000",198000
8679,"121 PERRY MERILL DRWEST HAVEN, CT 06516",181900
8680,"112 LINSLEY LAKE RDNORTH BRANFORD, CT 06471",114800
8681,"428 LOMBARD STNEW HAVEN, CT 06513",113700
8682,"165 CHURCH STNEW HAVEN, CT 06510",814200
8683,"10 HOWARD STNEW HAVEN, CT 06513",75000
8684,"10 HOWARD STNEW HAVEN, CT 06513",75200
8685,"99 DEN HOLLOW RDGUILFORD, CT 06437",87500
8686,"452 POPLAR STNEW HAVEN, CT 06513",78200
8687,"448 POPLAR STNEW HAVEN, CT 06513",86400
8688,"22 VALLEYVIEW STMORRISTOWN, NJ 07960",74700
8689,"1446 ELLA T GRASSO BLVDNEW HAVEN, CT 06511",102200
8690,"436 POPLAR STNEW HAVEN, CT 06511",143300
8691,"8742 LUCENT BLVD STE 300HIGHLANDS RANCH, CO 80129",102900
8692,"56 STATE STREETNEW LONDON, CT 06320",110900
8693,"97-07 63RRD ROAD UNIT 9JREGO PARK, NY 11374",50700
8694,"315 JAMES STNEW HAVEN, CT 06513",75800
8695,"414 POPLAR STNEW HAVEN, CT 06511",87900
8696,"410 POPLAR STNEW HAVEN, CT 06513",124200
8697,"315 DUNBAR HILL RDHAMDEN, CT 06514",64700
8698,"1 FIELDCREST DRMONSEY, NY 10952",51300
8699,"97-07 63RD ROAD UNIT 9JREGO PARK, NY 11374",64300
8700,"396  POPLAR STNEW HAVEN, CT 06515",95600
8701,"559 SHORT BEACH RDSTRATFORD, CT 06615",328600
8702,"386 POPLAR STNEW HAVEN, CT 06511",73400
8703,"7757 BAYBERRY RDJACKSONVILLE, FL 32256",106900
8704,"165 CHURCH STREETNEW HAVEN, CT 06510",20100
8705,"183 PINE STNEW HAVEN, CT 06513",94400
8706,"187 PINE STNEW HAVEN, CT 06513",89500
8707,"11 WILLIAM STANSONIA, CT 06401",83000
8708,"50 FITCH STNEW HAVEN, CT 06515",79600
8709,"610 MAIN STBROCKTON, MA 02301",102300
8710,"80-89 CANAAN COURTSTRATFORD, CT 06614",42400
8711,"279 BEAR HILL RDBETHANY, CT 06524",76700
8712,"125 FILLMORE STNEW HAVEN, CT 06513",83600
8713,"965 NORTH HIGH STEAST HAVEN, CT 06512",102500
8714,"133 FILLMORE STNEW HAVEN, CT 06511",103700
8715,"137 FILLMORE STNEW HAVEN, CT 06513",75700
8716,"141 FILLMORE STNEW HAVEN, CT 06513",96400
8717,"1 FIELDCREST DRMONSEY, NY 10952",101000
8718,"182 STILLMEADOW LABERLIN, CT 06037",98000
8719,"151 FILLMORE STNEW HAVEN, CT 06513",78600
8720,"31 MARILYN LANEWESTBURY, NY 11590",80800
8721,"PO BOX 3616WOODBRIDGE, CT 06525",75400
8722,"162 FILLMORE STNEW HAVEN, CT 06513",33500
8723,"165 FILLMORE STNEW HAVEN, CT 06513",103200
8724,"169 FILLMORE STNEW HAVEN, CT 06513",97200
8725,"175 FILLMORE STNEW HAVEN, CT 06513",100100
8726,"179 FILLMORE STNEW HAVEN, CT 06513",103400
8727,"181 FILLMORE STNEW HAVEN, CT 06513",100100
8728,"185 FILLMORE STNEW HAVEN, CT 06511",103800
8729,"191 FILLMORE STNEW HAVEN, CT 06513",121900
8730,"197 FILLMORE STNEW HAVEN, CT 06513",109100
8731,"199 FILLMORE STNEW HAVEN, CT 06513",120400
8732,"203 FILLMORE STNEW HAVEN, CT 06513",88700
8733,"445 POPLAR STNEW HAVEN, CT 06511",73100
8734,"256 CHATHAM STNEW HAVEN, CT 06511",96900
8735,"252 CHATHAM STNEW HAVEN, CT 06513",82000
8736,"2600 DIXWELL AV STE 14HAMDEN, CT 06514",85700
8737,"518 FERRY STNEW HAVEN, CT 06513",122400
8738,"555 WEST SHEPARD AVHAMDEN, CT 06514",101900
8739,"3815 SOUTH WEST TEMPLEPO BOX 65250SALT LAKE CITY, UT 84115",126200
8740,"504 FERRY STNEW HAVEN, CT 06513",108800
8741,"500 FERRY STNEW HAVEN, CT 06513",130400
8742,"496 FERRY STNEW HAVEN, CT 06511",118600
8743,"230 ASHMUN STNEW HAVEN, CT 06511",6037000
8744,"468 FERRY STNEW HAVEN, CT 06511",90600
8745,"464 FERRY STNEW HAVEN, CT 06513",100200
8746,"460  FERRY STNEW HAVEN, CT 06513",160600
8747,"159 PINE STNEW HAVEN, CT 06513",123600
8748,"159 PINE ST.NEW HAVEN, CT 06513",21400
8749,"171 PINE STNEW HAVEN, CT 06513",73600
8750,"173 PINE STNEW HAVEN, CT 06513",79600
8751,"377 POPLAR STNEW HAVEN, CT 06513",107000
8752,"381 POPLAR STNEW HAVEN, CT 06513",132300
8753,NA,NA
8754,"389 POPLAR STNEW HAVEN, CT 06513",82600
8755,"391 POPLAR STNEW HAVEN, CT 06513",49900
8756,"397 POPLAR STNEW HAVEN, CT 06513",108200
8757,"P O BOX 4NEW HAVEN, CT 06513",89600
8758,"405 POPLAR STNEW HAVEN, CT 06511",101600
8759,"50 FITCH ST #206BNEW HAVEN, CT 06515",70400
8760,"PO BOX 3616WOODBRIDGE, CT 06525",83000
8761,"421 POPLAR STNEW HAVEN, CT 06513",98600
8762,"425 POPLAR STNEW HAVEN, CT 06513",75400
8763,"429 POPLAR STNEW HAVEN, CT 06513",80600
8764,"433 POPLAR STNEW HAVEN, CT 06511",103600
8765,"441 POPLAR STNEW HAVEN, CT 06513",78800
8766,"483-485 FERRY STNEW HAVEN, CT 06513",122700
8767,"477 FERRY STNEW HAVEN, CT 06513",88000
8768,"168 GRAFTON STNEW HAVEN, CT 06513",107800
8769,"164 GRAFTON STNEW HAVEN, CT 06511",113700
8770,"160 GRAFTON STNEW HAVEN, CT 06513",114000
8771,"156 GRAFTON STNEW HAVEN, CT 06513",119600
8772,"152 GRAFTON STNEW HAVEN, CT 06511",108900
8773,"148 GRAFTON STNEW HAVEN, CT 06513",85000
8774,"144 GRAFTON STNEW HAVEN, CT 06513",106200
8775,"10 ROWE STNEW HAVEN, CT 06513",100700
8776,"6 ROWE STNEW HAVEN, CT 06513",109900
8777,"133 PINE STNEW HAVEN, CT 06511",111600
8778,"145 PINE STNEW HAVEN, CT 06513",164500
8779,"149 PINE STNEW HAVEN, CT 06511",117900
8780,"153 PINE STNEW HAVEN, CT 06513",148400
8781,"457 FERRY STNEW HAVEN, CT 06513",138600
8782,"459 FERRY STNEW HAVEN, CT 06513",104300
8783,"86 FEDERAL STHAMDEN, CT 06514",103300
8784,"467 FERRY STNEW HAVEN, CT 06513",96400
8785,"477 FERRY STNEW HAVEN, CT 06513",200400
8786,"477 FERRY STNEW HAVEN, CT 06513",36400
8787,"36 ANTHONY STNEW HAVEN, CT 06515",119000
8788,"26 LIMERICK STNEW HAVEN, CT 06511",110200
8789,"44 ROWE STNEW HAVEN, CT 06513",92100
8790,"14364 NOLEN LACHARLOTTE, NC 28277",111900
8791,"1 FIELDCREST DRMUNSEY, NY 10952",116500
8792,"163 GRAFTON STNEW HAVEN, CT 06513",108200
8793,"165 GRAFTON STNEW HAVEN, CT 06513",86200
8794,"91 FILBERT STHAMDEN, CT 06517",63900
8795,"491 FERRY STNEW HAVEN, CT 06513",339700
8796,"499 FERRY STNEW HAVEN, CT 06511",120200
8797,"3050 89TH STEAST ELMHURSTQUEENS, NY 11369",417400
8798,"2290 FOXON RDNORTH BRANFORD, CT 06471",195600
8799,"214 CHATHAM STNEW HAVEN, CT 06513",96400
8800,"208 CHATHAM STNEW HAVEN, CT 06513",107900
8801,"206 CHATHAM STNEW HAVEN, CT 06513",134100
8802,"22 VALLEY VIEW STMORRISTOWN, NJ 07960",120700
8803,"165 CHURCH STNEW HAVEN, CT 06510",20700
8804,"46 ROWE STNEW HAVEN, CT 06513",120200
8805,"2  LIMERICK STNEW HAVEN, CT 06513",69000
8806,"55 NASHAWENA AVWEST HAVEN, CT 06512",92400
8807,"55 NASHAWENA AVEWEST HAVEN, CT 06516",91800
8808,"390 LOMBARD STNEW HAVEN, CT 06513",417500
8809,"419 WHALLEY AVE STE 202NEW HAVEN, CT 06511",121400
8810,"19 FILBERT STHAMDEN, CT 06517",305600
8811,"19 FILBERT STHAMDEN, CT 06517",149700
8812,"560 FERRY STNEW HAVEN, CT 06513",171900
8813,"556 FERRY STNEW HAVEN, CT 06513",254000
8814,"548 FERRY STNEW HAVEN, CT 06513",140600
8815,"544  FERRY STNEW HAVEN, CT 06513",128200
8816,"538 FERRY STNEW HAVEN, CT 06513",137500
8817,"532 FERRY STNEW HAVEN, CT 06513",109300
8818,"528 FERRY STNEW HAVEN, CT 06511",137700
8819,"342 COUNTRY LAORANGE, CT 06477",125200
8820,"253 CHATHAM STNEW HAVEN, CT 06511",121300
8821,"25 CARROLL RDHAMDEN, CT 06517",114600
8822,"25 BRIARWOOD COURTNOVATO, CA 94947",131700
8823,"269 CHATHAM STNEW HAVEN, CT 06511",117200
8824,"273 CHATHAM STNEW HAVEN, CT 06513",124300
8825,"463 POPLAR STNEW HAVEN, CT 06513",98400
8826,"15 GREYSTONE RDNORTH BRANFORD, CT 06471-1474",88700
8827,"110 OLD COUNTRY RDMINEOLA, NY 11501",119500
8828,"326 LOMBARD STNEW HAVEN, CT 06513",135700
8829,"320 LOMBARD STNEW HAVEN, CT 06513",110300
8830,"18 LINCOLN AVNEW ROCHELLE, NY 10801",121700
8831,"306 LOMBARD STNEW HAVEN, CT 06513",113800
8832,"298 LOMBARD STNEW HAVEN, CT 06513",203000
8833,"360 ORANGE STNEW HAVEN, CT 06511",1411500
8834,"360 ORANGE STNEW HAVEN, CT 06511",46600
8835,"360 ORANGE STNEW HAVEN, CT 06511",41900
8836,"54 WREN DREAST HILLS, NY 11576",625600
8837,"453 LOMBARD STNEW HAVEN, CT 06513",76300
8838,"467 BLATCHLEY AVENEW HAVEN, CT 06513",9000
8839,"982 STATE STNEW HAVEN , CT 06511",115200
8840,"122 WEST STREET UNIT 3CBROOKLYN, NY 11222",19800
8841,"316 PECK STNEW HAVEN, CT 06513",92000
8842,"316 PECK STNEW HAVEN, CT 06513",23900
8843,"79 BETHANY FARMS RDBETHANY, CT 06524",115600
8844,"230 FILLMORE STNEW HAVEN, CT 06511",119000
8845,"451 LOMBARD STNEW HAVEN, CT 06513",103700
8846,"455 LOMBARD STNEW HAVEN, CT 06511",107100
8847,"87 THORNTON STHAMDEN, CT 06517",93100
8848,"465 LOMBARD STNEW HAVEN, CT 06513",80500
8849,"473 LOMBARD STNEW HAVEN, CT 06513",89100
8850,"479 LOMBARD STNEW HAVEN, CT 06513",109600
8851,"PO BOX 1037NORTH BRANFORD, CT 06471",81000
8852,"9 FRANKLIN STWALLINGFORD, CT 06492",91400
8853,"465 BLATCHELY AVNEW HAVEN, CT 06513",132000
8854,"999 WEST STROCKY HILL, CT 06067",117600
8855,"304 - 306 PECK STNEW HAVEN, CT 06513",97900
8856,"300 PECK STREETNEW HAVEN, CT 06513",83400
8857,"982 STATE STNEW HAVEN, CT 06511",94500
8858,"294 PECK STNEW HAVEN, CT 06513",88000
8859,"PO BOX 3616WOODBRIDGE, CT 06525",86200
8860,"284 PECK STNEW HAVEN, CT 06513",101500
8861,"280 PECK STNEW HAVEN, CT 06513",101500
8862,"276 PECK STNEW HAVEN, CT 06513",112200
8863,"272 PECK STNEW HAVEN, CT 06511",108100
8864,"268 PECK STNEW HAVEN, CT 06511",101200
8865,"3815 SOUTH WEST TEMPLEPO BOX 65250SALT LAKE CITY, UT 84115",92800
8866,"1 FIELDCREST DRMONSEY, NY 10952",104600
8867,"598  FERRY STNEW HAVEN, CT 06513",135000
8868,"594 FERRY ST - 596NEW HAVEN, CT 06513",117900
8869,"594 -596 FERRY STNEW HAVEN, CT 06513",20100
8870,"588 FERRY STNEW HAVEN, CT 06513",484400
8871,"582 FERRY STNEW HAVEN, CT 06511",120200
8872,"580 FERRY STNEW HAVEN, CT 06513",85200
8873,NA,NA
8874,"572 FERRY STNEW HAVEN, CT 06511",139100
8875,"568 FERRY STNEW HAVEN, CT 06513",289400
8876,"365 LOMBARD STNEW HAVEN, CT 06513",120300
8877,"PO BOX 200ANSONIA, CT 06401",53800
8878,"369 LOMBARD ST A-12NEW HAVEN, CT 06513",52100
8879,"23 BEAVERBROOK RDMILFORD, CT 06460",55400
8880,"373 LOMBARD ST UNIT 10NEW HAVEN, CT 06513",55400
8881,"1041 NEW HAVEN AVEMILFORD, CT 06460",52100
8882,"58 FENWAY DRHAMDEN, CT 06517",60800
8883,"PO BOX 207215NEW HAVEN, CT 06520",52100
8884,"381 LOMBARD ST UNIT 6NEW HAVEN, CT 06513",52100
8885,"383 LOMBARD STNEW HAVEN, CT 06513",52100
8886,"385 LOMBARD ST UNIT 4NEW HAVEN, CT 06513",52100
8887,"100 AUNT HACK RDDANBURY, CT 06811",52100
8888,"PO BOX 2013WALLINGFORD, CT 06492",52100
8889,"344 TANNER MARSH RDGUILFORD, CT 06437",52100
8890,"393 LOMBARD ST UN ANEW HAVEN, CT 06513",60700
8891,"393 LOMBARD ST BNEW HAVEN, CT 06513",57100
8892,"393 LOMBARD ST CNEW HAVEN, CT 06513",56500
8893,"397 LOMBARD STNEW HAVEN, CT 06513",94900
8894,"407  LOMBARD STNEW HAVEN, CT 06513",90000
8895,"411 LOMBARD STNEW HAVEN, CT 06513",110000
8896,"417 LOMBARD STNEW HAVEN, CT 06511",130200
8897,"431 LOMBARD STNEW HAVEN, CT 06511",117100
8898,"435 LOMBARD STNEW HAVEN, CT 06513",108800
8899,"439 LOMBARD STNEW HAVEN, CT 06513",97300
8900,"593 FERRY STNEW HAVEN, CT 06513",113600
8901,"220 PECK STNEW HAVEN, CT 06513",98300
8902,"218 PECK STNEW HAVEN, CT 06513",90000
8903,"214 PECK STNEW HAVEN, CT 06513",89300
8904,"204 PECK STNEW HAVEN, CT 06513",473500
8905,"104 ROWE STNEW HAVEN, CT 06513",92000
8906,"297 LOMBARD STNEW HAVEN, CT 06513",254400
8907,"307 LOMBARD STNEW HAVEN, CT 06513",97400
8908,"309 LOMBARD STNEW HAVEN, CT 06513-0000",101200
8909,"315 LOMBARD STNEW HAVEN, CT 06513",97700
8910,"319 LOMBARD STNEW HAVEN, CT 06513",89500
8911,"569 FERRY STNEW HAVEN, CT 06513",634900
8912,"579 FERRY STNEW HAVEN, CT 06513",108700
8913,"587 FERRY STNEW HAVEN, CT 06511",131900
8914,"780 STATE STNEW HAVEN, CT 06511",75700
8915,"1439 STATE STNEW HAVEN, CT 06511",3100
8916,"1229 STATE STNEW HAVEN, CT 06511",326500
8917,"1235 STATE STNEW HAVEN, CT 06511",87300
8918,"19 OAK RIDGE DRNEW HAVEN, CT 06513",100600
8919,"70 WOODLAWN STHAMDEN, CT 06514",355900
8920,"1243 STATE STNEW HAVEN, CT 06511-0000",228000
8921,"1247 STATE STNEW HAVEN, CT 06511",323200
8922,"165 CHAPEL STNEW HAVEN, CT 06513",76900
8923,"39 PALMETTO TRAILEAST HAVEN, CT 06512",113500
8924,"7 HARVEST LANEWALLINGFORD, CT 06492",130900
8925,NA,NA
8926,"297 PECK STNEW HAVEN, CT 06513",2095300
8927,"644 FERRY STNEW HAVEN, CT 06513",127200
8928,"644 FERRY STNEW HAVEN, CT 06513",223600
8929,"644 FERRY STNEW HAVEN, CT 06513",77400
8930,"113 LIMEWOOD AVBRANFORD, CT 06405",108000
8931,"113 LIMEWOOD AVBRANFORD, CT 06405",99800
8932,"50 FITCH ST STE 206BNEW HAVEN, CT 06515",102800
8933,"20 FOX STNEW HAVEN, CT 06513",96800
8934,"16  FOX STNEW HAVEN, CT 06511",20500
8935,"12 FOX STNEW HAVEN, CT 06511",109200
8936,"PO BOX 37NEW HAVEN, CT 06573",117900
8937,"1235 STATE STNEW HAVEN, CT 06511",114700
8938,"59 ELM ST STE 230NEW HAVEN, CT 06510",136800
8939,"620 FERRY STNEW HAVEN, CT 06513",107900
8940,"614 FERRY STNEW HAVEN, CT 06513",26200
8941,"614 FERRY STNEW HAVEN, CT 06513",357900
8942,"14 CATHERINE STEAST HAVEN, CT 06512",293600
8943,"257 PECK STNEW HAVEN, CT 06513",171800
8944,"297 PECK STNEW HAVEN, CT 06513",421200
8945,"269 PECK STNEW HAVEN, CT 06513",379900
8946,"315 PECK STNEW HAVEN, CT 06513",2786679
8947,"499 BLATCHLEY AVNEW HAVEN, CT 06511",66000
8948,NA,NA
8949,"315 PECK STNEW HAVEN, CT 06513",87500
8950,"18 LINCOLN AVNEW ROCHELLE, NY 10001",111700
8951,"228 DOVER STNEW HAVEN, CT 06511",78700
8952,"1043 TOWNSEND AVNEW HAVEN, CT 06512",114800
8953,"480 LEFFERTS AV, 4-EBROOKLYN, NY 11225",89200
8954,"216 DOVER STNEW HAVEN, CT 06513",99900
8955,"212 DOVER STNEW HAVEN, CT 06513",132600
8956,"208 DOVER STNEW HAVEN, CT 06511",82000
8957,"3 CLANCY STEAST HAVEN, CT 06512",86000
8958,"PO BOX 3616WOODBRIDGE, CT 06525",456000
8959,NA,NA
8960,"50 FITCH ST SUITE 206BNEW HAVEN, CT 06515",101400
8961,"203 ENGLISH STNEW HAVEN, CT 06513",100700
8962,"209 ENGLISH STNEW HAVEN, CT 06513",144000
8963,NA,NA
8964,"1145 SAGE STREETFAR ROCKAWAY, NY 11691",85600
8965,"25 FLORENCE AVNEW HAVEN, CT 06512",116000
8966,"223 ENGLISH STNEW HAVEN, CT 06511",115200
8967,"165 CHURCH STNEW HAVEN, CT 06510",24500
8968,"615 FERRY STNEW HAVEN, CT 06511",133000
8969,"619 FERRY STNEW HAVEN, CT 06511",20100
8970,"625 FERRY STNEW HAVEN, CT 06513",136200
8971,NA,NA
8972,"151 EAST ST SUITE 101NEW HAVEN, CT 06511",20900
8973,"635 FERRY STNEW HAVEN, CT 06513",110900
8974,"1436 ALLERTON AVEBRONX, NY 10469",113700
8975,"201 DOVER STNEW HAVEN, CT 06513",121400
8976,"52 WEST PROSPECT STNEW HAVEN, CT 06515",83200
8977,"165 CHURCH STNEW HAVEN, CT 06510",23900
8978,"165 CHURCH STNEW HAVEN, CT 06510",20700
8979,"165 CHURCH STNEW HAVEN, CT 06510",20300
8980,"212 ENGLISH STNEW HAVEN, CT 06511",102200
8981,"208 ENGLISH STNEW HAVEN, CT 06511",126900
8982,"204 ENGLISH STNEW HAVEN, CT 06511",90500
8983,"1 FIELDCREST DRMONSEY, NY 10952",121900
8984,"58 WARREN PLNEW HAVEN, CT 06511",126200
8985,"73 WERNER STWERNERSVILLE, PA 19565",129800
8986,"73 WERNER STWERNERSVILLE, PA 19565",22200
8987,"3 BRETTON PLMIDDLETOWN, CT 06457",102000
8988,"10 RIDGE STNEW HAVEN, CT 06511",115300
8989,"18 RIDGE STNEW HAVEN, CT 06511",110700
8990,"20 RIDGE STNEW HAVEN, CT 06511",91900
8991,"1100 CORPORATE CENTER DRRALEIGH, NC 27607",105800
8992,"227 LENOX STNEW HAVEN, CT 06513",85100
8993,"231 VIEW STNEW HAVEN, CT 06511",78700
8994,"237 VIEW STNEW HAVEN, CT 06511",85900
8995,"245 VIEW STREETNEW HAVEN, CT 06511",88200
8996,"249 VIEW STNEW HAVEN, CT 06511",90800
8997,"69 GOLD ST  APT 11 ENEW YORK, NY 11747",165200
8998,"261 VIEW STNEW HAVEN, CT 06511",103700
8999,"265 VIEW STNEW HAVEN, CT 06511",111700
9000,"269 VIEW STNEW HAVEN, CT 06511",122100
9001,"P.O. BOX 86 WEST REDDING, CT 06896",121200
9002,"287 VIEW STNEW HAVEN, CT 06511",167700
9003,"291 VIEW STNEW HAVEN, CT 06511",104300
9004,"295 VIEW STNEW HAVEN, CT 06511",127100
9005,"307 VEIW STNEW HAVEN, CT 06511",56800
9006,"295 VIEW STNEW HAVEN, CT 06511",4300
9007,"853 FISH ROCK RDSOUTHBURY, CT 06488",289300
9008,"70 RIDGE STNEW HAVEN, CT 06511",92000
9009,"68 RIDGE STNEW HAVEN, CT 06511",92500
9010,"95 CRANSTON STNEW HAVEN, CT 06513",97400
9011,"60 RIDGE STNEW HAVEN, CT 06511",103200
9012,"38 RIDGE STNEW HAVEN, CT 06511",113600
9013,"50 RIDGE STNEW HAVEN, CT 06511",73700
9014,"46 RIDGE STNEW HAVEN, CT 06511",72200
9015,"44 RIDGE STNEW HAVEN, CT 06511",78900
9016,"40 RIDGE STNEW HAVEN, CT 06511",71100
9017,"3 RIDGE STNEW HAVEN, CT 06511",43900
9018,"19 PECK STNORTH HAVEN, CT 06473",124900
9019,"15 RIDGE STNEW HAVEN, CT 06511",96800
9020,"17 RIDGE STNEW HAVEN, CT 06511",85400
9021,"1 FIELDCREST DRMONSEY, NY 10952",123400
9022,"8200 JONES BRANCH DRMCLEAN, VA 22102",90200
9023,"1 FIELDCREST DRMONSEY, NY 10952",115600
9024,"41 RIDGE STNEW HAVEN, CT 06511",121700
9025,"51 RIDGE STNEW HAVEN, CT 06511",122900
9026,"PO BOX 3616WOODBRIDGE, CT 06525",120300
9027,"76 ROCK STNEW HAVEN, CT 06511",77700
9028,"72 ROCK STNEW HAVEN, CT 06511",110700
9029,"68 ROCK STNEW HAVEN, CT 06511",147600
9030,"64 GRACE ST  APT A1NEW HAVEN, CT 06511",142300
9031,"172 SHEFFIELD AVENEW HAVEN, CT 06511",110600
9032,"174 CEDAR HILL AVENEW HAVEN, CT 06519",81800
9033,"172 CEDAR HILL AVNEW HAVEN, CT 06511",92500
