pid,location,latitude_ArcGIS,longitude_ArcGIS
2763,250 ELAINE TER,41.28641025,-72.89434502
2764,244 ELAINE TER,41.28625058,-72.89439397
2765,240 ELAINE TER,41.28607108,-72.89444409
2766,232 ELAINE TER,41.28591141,-72.89449421
2767,226 ELAINE TER,41.28572026,-72.89455482
2768,218 ELAINE TER,41.28554077,-72.89460493
2769,212 ELAINE TER,41.28534029,-72.89466438
2770,204 ELAINE TER,41.28515031,-72.89472498
2771,205 ELAINE TER,41.28512001,-72.89465622
2772,211 ELAINE TER,41.2853298,-72.89459678
2773,219 ELAINE TER,41.28553028,-72.89453617
2774,227 ELAINE TER,41.28572026,-72.89447673
2775,233 ELAINE TER,41.28587061,-72.89442661
2776,239 ELAINE TER,41.2860501,-72.89437649
2777,245 ELAINE TER,41.28624009,-72.89431705
2778,251 ELAINE TER,41.28639976,-72.89426693
2779,259 ELAINE TER,41.28655012,-72.89422614
2780,265 ELAINE TER,41.28672029,-72.89417718
2781,271 ELAINE TER,41.28689045,-72.89412707
2782,105 JOHN ST,41.28688346,-72.89338462
2783,1102 TOWNSEND AV,41.28667949,-72.89311538
2784,1098 TOWNSEND AV,41.28657926,-72.8931352
2785,1094 TOWNSEND AV,41.2864697,-72.8931655
2786,1090 TOWNSEND AV,41.28635897,-72.8931958
2787,1086 TOWNSEND AV,41.28624941,-72.89321562
2788,1082 TOWNSEND AV,41.28612936,-72.89324476
2789,1078 TOWNSEND AV,41.28606875,-72.89326574
2790,1072 TOWNSEND AV,41.28586945,-72.89331585
2791,1068 TOWNSEND AV,41.28571909,-72.89334499
2792,1060 TOWNSEND AV,41.28556874,-72.89338579
2793,1058 TOWNSEND AV,41.28545918,-72.89341492
2794,1052 TOWNSEND AV,41.28532864,-72.89344523
2795,1050 TOWNSEND AV,41.28519926,-72.89347553
2796,1042 TOWNSEND AV,41.2850594,-72.89350584
2797,1030 TOWNSEND AV,41.28491837,-72.89354546
2798,683 WOODWARD AV,41.28733918,-72.89509679
2799,691 WOODWARD AV,41.28752917,-72.89502686
2800,701 WOODWARD AV,41.28774013,-72.89496742
2801,WOODWARD AV,41.28114377,-72.89745113
2802,711 WOODWARD AV,41.2881096,-72.89483688
2803,717 WOODWARD AV,41.28825996,-72.89479725
2804,727 WOODWARD AV,41.28848024,-72.89471683
2805,348 PROSPECT AV #1,41.28863293,-72.89370398
2806,346 PROSPECT AV #3,41.28859213,-72.8937133
2807,344 PROSPECT AV,41.28854318,-72.89373311
2808,342 PROSPECT AV #7,41.28850239,-72.89375293
2809,340 PROSPECT AV #9,41.28846276,-72.89376342
2810,338 PROSPECT AV #11,41.28842313,-72.89378323
2811,336 PROSPECT AV #13,41.28838234,-72.89379372
2812,334 PROSPECT AV #334,41.28834271,-72.89381354
2813,332 PROSPECT AV #332,41.28829259,-72.89382286
2814,330 PROSPECT AV #330,41.28825296,-72.89384384
2815,328 PROSPECT AV #328,41.28821217,-72.89385317
2816,326 PROSPECT AV #326,41.28817254,-72.89387298
2817,304 PROSPECT AV,41.28779258,-72.89401284
2818,298 PROSPECT AV,41.2876329,-72.89407345
2819,292 PROSPECT AV,41.28744292,-72.89414338
2820,286 PROSPECT AV,41.28726226,-72.89420283
2821,60 JOHN ST,41.28700817,-72.89387648
2822,289 PROSPECT AV,41.28742893,-72.89406762
2823,295 PROSPECT AV,41.28761891,-72.89399769
2824,301 PROSPECT AV,41.28775878,-72.89394757
2825,307 PROSPECT AV,41.28792894,-72.89388813
2826,315 PROSPECT AV,41.28807813,-72.89382752
2827,319 PROSPECT AV,41.288218,-72.89377741
2828,325 PROSPECT AV,41.28836835,-72.89372729
2829,329 PROSPECT AV,41.2884884,-72.89367834
2830,333 PROSPECT AV,41.28868887,-72.89360724
2831,1172 TOWNSEND AV,41.28859213,-72.89263402
2832,1164 TOWNSEND AV,41.28843945,-72.8926853
2833,1160 TOWNSEND AV,41.28826928,-72.89272493
2834,1154 TOWNSEND AV,41.2881096,-72.89276572
2835,TOWNSEND AV,41.27187565,-72.89685772
2836,1144 TOWNSEND AV,41.28792894,-72.89281584
2837,1138 TOWNSEND AV,41.28768884,-72.89287528
2838,1130 TOWNSEND AV,41.28746856,-72.8929254
2839,1122 TOWNSEND AV,41.28723895,-72.89297552
2840,1118 TOWNSEND AV,41.2871189,-72.89300582
2841,1114 TOWNSEND AV,41.28700934,-72.89303496
2842,30 ALLEN PL,41.28871198,-72.89678894
2843,ALLEN PL,41.28855337,-72.89584551
2844,16 ALLEN PL,41.28853386,-72.89590567
2845,12 ALLEN PL,41.28846393,-72.89555601
2846,716 WOODWARD AV,41.288211,-72.8948835
2847,710 WOODWARD AV,41.28807114,-72.89493361
2848,706 WOODWARD AV,41.28794177,-72.89497441
2849,700 WOODWARD AV,41.28781123,-72.89501404
2850,21 FAIRVIEW AV,41.28743592,-72.89666676
2851,694 WOODWARD AV,41.28743126,-72.89514458
2852,682 WOODWARD AV,41.28733103,-72.89517371
2853,680 WOODWARD AV,41.28720165,-72.89521451
2854,662 WOODWARD AV,41.28678206,-72.8953637
2855,664 WOODWARD AV,41.28684267,-72.89534388
2856,666 WOODWARD AV,41.28690211,-72.8953229
2857,668 WOODWARD AV,41.28695223,-72.89530309
2858,670 WOODWARD AV,41.28700235,-72.89528327
2859,672 WOODWARD AV,41.28706295,-72.89526346
2860,674 WOODWARD AV,41.28711307,-72.89524365
2861,658 WOODWARD AV,41.28669231,-72.89540332
2862,654 WOODWARD AV,41.28655245,-72.89545344
2863,650 WOODWARD AV,41.28645221,-72.89549307
2864,WOODWARD AV,41.28114377,-72.89745113
2865,646 WOODWARD AV,41.28634265,-72.89553386
2866,642 WOODWARD AV,41.28624242,-72.895563
2867,WOODWARD AV,41.28114377,-72.89745113
2868,630 WOODWARD AV,41.28590208,-72.89569354
2869,628 WOODWARD AV,41.28577271,-72.89573317
2870,626 WOODWARD AV,41.28564217,-72.89578329
2871,624 WOODWARD AV,41.2855023,-72.89583341
2872,WOODWARD AV,41.28114377,-72.89745113
2873,606 WOODWARD AV,41.28528318,-72.89591383
2874,33 ALLEN PL,41.28873783,-72.89666443
2875,ALLEN PL,41.28855337,-72.89584551
2876,27 ALLEN PL,41.28876338,-72.89676709
2877,23 ALLEN PL,41.28876338,-72.89676709
2878,19 ALLEN PL,41.28856766,-72.89577513
2879,15 ALLEN PL,41.28853735,-72.89560496
2880,11 ALLEN PL,41.28849773,-72.89544528
2881,726 WOODWARD AV,41.28847092,-72.89480424
2882,730 WOODWARD AV,41.28861195,-72.89475412
2883,740 WOODWARD AV,41.28884156,-72.89468419
2884,EAST SHORE PKWY,41.29047056,-72.9010084
2885,EAST SHORE PKWY,41.29047056,-72.9010084
2886,WATERFRONT ST,41.29130674,-72.90263925
2887,WATERFRONT ST,41.29130674,-72.90263925
2888,NA,NA,NA
2889,481 EAST SHORE PKWY,41.29035676,-72.90074156
2890,5 GEORGIA ST,41.24726814,-72.8696054
2891,WATERFRONT ST,41.29130674,-72.90263925
2892,30 WATERFRONT ST,41.2900677,-72.90292568
2893,NA,NA,NA
2894,31 WATERFRONT ST,41.28962363,-72.902935
2895,NA,NA,NA
2896,CONNECTICUT AV,41.28652965,-72.90053741
2897,EAST SHORE PKWY,41.29047056,-72.9010084
2898,25 CONNECTICUT AV,41.28335815,-72.90018389
2899,145 ALABAMA ST,41.29045349,-72.89959575
2900,165 ALABAMA ST,41.29033344,-72.89892557
2901,ALABAMA ST,41.29087097,-72.90292917
2902,EDGEMERE RD,41.2623092,-72.87230454
2903,3 EDGEMERE RD,41.29278821,-72.89672591
2904,ALABAMA ST,41.29087097,-72.90292917
2905,EDGEMERE RD,41.2623092,-72.87230454
2906,EDGEMERE RD,41.2623092,-72.87230454
2907,COLORADO AV,41.28960019,-72.89961715
2908,COLORADO AV,41.28960019,-72.89961715
2909,CONNECTICUT AV,41.28652965,-72.90053741
2910,581 CONNECTICUT AV,41.28652965,-72.90053741
2911,45 FULTON TER,41.29127985,-72.89972745
2912,ALBIA ST,41.291966,-72.90037832
2913,170 ALABAMA ST,41.29055185,-72.89980484
2914,EDGEMERE RD,41.2623092,-72.87230454
2915,ALABAMA ST,41.29087097,-72.90292917
2916,29 FULTON TER,41.29102926,-72.89995707
2917,15 FULTON TER,41.29086959,-72.90009693
2918,FULTON TER,41.29209757,-72.89901509
2919,ALABAMA ST,41.29087097,-72.90292917
2920,EAST SHORE PKWY,41.29047056,-72.9010084
2921,ALBIA ST,41.291966,-72.90037832
2922,821 EAST SHORE PKWY,41.29047056,-72.9010084
2923,50 FULTON TER,41.29120176,-72.89988364
2924,ALABAMA ST,41.29087097,-72.90292917
2925,815 EAST SHORE PKWY,41.29047056,-72.9010084
2926,FORBES AV,41.29390605,-72.89835628
2927,FORBES AV,41.29390605,-72.89835628
2928,383 FORBES AV,41.290441,-72.89504254
2929,389 FORBES AV,41.29044417,-72.895049
2930,401 FORBES AV,41.2903043,-72.89455831
2931,429 FORBES AV,41.29009334,-72.89380771
2932,441 FORBES AV,41.28999311,-72.89342775
2933,FORBES AV,41.29390605,-72.89835628
2934,453 FORBES AV,41.28985324,-72.89280652
2935,25 KENDALL ST,41.29291393,-72.89959109
2936,47 KENDALL ST,41.29270414,-72.89905028
2937,166 FULTON TER,41.29234166,-72.898823
2938,70 FULTON TER,41.29158289,-72.89955262
2939,65 STILES ST,41.29201857,-72.90118719
2940,EAST SHORE PKWY,41.29047056,-72.9010084
2941,EAST SHORE PKWY,41.29047056,-72.9010084
2942,EAST SHORE PKWY,41.29047056,-72.9010084
2943,EAST SHORE PKWY,41.29047056,-72.9010084
2944,EAST SHORE PKWY,41.29047056,-72.9010084
2945,130 FULTON TER,41.29216216,-72.89899317
2946,155 FULTON TER,41.29237895,-72.89870761
2947,85 KENDALL ST,41.29225424,-72.89784046
2948,111 KENDALL ST,41.29192439,-72.89694999
2949,117 KENDALL ST,41.29181367,-72.89665045
2950,131 KENDALL ST,41.29176355,-72.89650009
2951,345 FORBES AV,41.2914745,-72.8959756
2952,STRATFORD AV,NA,NA
2953,355 FORBES AV,41.29112484,-72.8958707
2954,FORBES AV,41.29390605,-72.89835628
2955,HOOVER ST,41.2915918,-72.89707693
2956,208 HOOVER ST,41.29146517,-72.89688239
2957,NA,NA,NA
2958,EDGEMERE RD,41.2623092,-72.87230454
2959,40 EDGEMERE RD,41.2917146,-72.89735093
2960,EDGEMERE RD,41.2623092,-72.87230454
2961,54 EDGEMERE RD,41.29174607,-72.89741037
2962,135 FULTON TER,41.29220878,-72.89886729
2963,NA,NA,NA
2964,189 FORBES AV,41.29448507,-72.89955379
2965,NA,NA,NA
2966,203 FORBES AV,41.29426479,-72.89911322
2967,209 FORBES AV,41.29410511,-72.89881368
2968,FORBES AV,41.29390605,-72.89835628
2969,FORBES AV,41.29390605,-72.89835628
2970,225 FORBES AV,41.29398506,-72.89858407
2971,227 FORBES AV,41.29390464,-72.89843371
2972,231 FORBES AV,41.2938347,-72.89828336
2973,239 FORBES AV,41.29375545,-72.898133
2974,247 FORBES AV,41.29366454,-72.89795351
2975,212 FULTON TER,41.29320182,-72.89813417
2976,206 FULTON TER,41.29304098,-72.89827403
2977,190 FULTON TER,41.29286148,-72.89843488
2978,176 FULTON TER,41.29269132,-72.89857474
2979,44 KENDALL ST,41.29283701,-72.89924026
2980,40 KENDALL ST,41.29291743,-72.89944073
2981,26 KENDALL ST,41.29307711,-72.89987081
2982,KENDALL ST,41.29248978,-72.89838362
2983,99 STILES ST,41.29347805,-72.90068785
2984,125 STILES ST,41.2935678,-72.90064823
2985,131 STILES ST,41.29368785,-72.9006086
2986,111 STILES ST,41.29377643,-72.90056897
2987,117 STILES ST,41.29391513,-72.90050137
2988,133 STILES ST,41.29406431,-72.90041046
2989,NA,NA,NA
2990,257 FORBES AV,41.29345474,-72.89754441
2991,261 FORBES AV,41.29332537,-72.89730431
2992,265 FORBES AV,41.29323562,-72.89713647
2993,269 FORBES AV,41.29316569,-72.89702575
2994,277 FORBES AV,41.29307594,-72.89688588
2995,283 FORBES AV,41.29296638,-72.89671805
2996,313 FORBES AV,41.2925736,-72.89633925
2997,321 FORBES AV,41.29211554,-72.89609099
2998,118 KENDALL ST,41.29196752,-72.89689055
2999,110 KENDALL ST,41.29202696,-72.89705139
3000,EDGEMERE RD,41.2623092,-72.87230454
3001,35 EDGEMERE RD,41.29196859,-72.89728923
3002,19 EDGEMERE RD,41.29235914,-72.8970374
3003,25 EDGEMERE RD,41.29211904,-72.89720757
3004,86 KENDALL ST,41.29229737,-72.89778101
3005,80 KENDALL ST,41.29238711,-72.89803044
3006,173 FULTON TER,41.29269947,-72.89848616
3007,179 FULTON TER #179,41.2928102,-72.89838709
3008,181 FULTON TER #181,41.29276941,-72.89842672
3009,183 FULTON TER #183,41.29279971,-72.8984069
3010,185 FULTON TER #185,41.29281952,-72.8983766
3011,195 FULTON TER,41.29288946,-72.89831716
3012,205 FULTON TER,41.29312956,-72.89811669
3013,FULTON TER,41.29209757,-72.89901509
3014,225 FULTON TER,41.2932193,-72.89803627
3015,384 FORBES AV,41.29070408,-72.89542197
3016,304 FORBES AV #304,41.29232534,-72.89612013
3017,306 FORBES AV #306,41.29265752,-72.89631244
3018,308 FORBES AV #308,41.29256777,-72.89625183
3019,310 FORBES AV #310,41.29249784,-72.8962122
3020,312 FORBES AV #312,41.29242557,-72.89617025
3021,314 FORBES AV #314,41.29234632,-72.89613062
3022,316 FORBES AV #316,41.29227522,-72.89608982
3023,318 FORBES AV #318,41.29220529,-72.89605952
3024,330 FORBES AV #330,41.29176472,-72.89594413
3025,332 FORBES AV #332,41.29179212,-72.89594157
3026,334 FORBES AV #334,41.29169478,-72.89593481
3027,336 FORBES AV #336,41.29165803,-72.89592738
3028,338 FORBES AV #338,41.29145702,-72.89589518
3029,340 FORBES AV #340,41.29144769,-72.89589518
3030,342 FORBES AV #342,41.2914069,-72.89588469
3031,344 FORBES AV #344,41.29135678,-72.89587537
3032,346 FORBES AV #346,41.29130666,-72.89586488
3033,348 FORBES AV #348,41.29128685,-72.89586488
3034,320 FORBES AV #320,41.29213536,-72.89602922
3035,322 FORBES AV #322,41.29207009,-72.89599658
3036,324 FORBES AV #324,41.29196985,-72.89597677
3037,326 FORBES AV #326,41.29190458,-72.89595462
3038,328 FORBES AV #328,41.29184397,-72.89594413
3039,5 CHAMBERLAIN ST #5,41.29290867,-72.89624154
3040,7 CHAMBERLAIN ST #7,41.29287664,-72.89628097
3041,9 CHAMBERLAIN ST #9,41.29291743,-72.89623202
3042,294 FORBES AV #294,41.29283351,-72.89647095
3043,296 FORBES AV #296,41.29286474,-72.89649383
3044,298 FORBES AV #298,41.29271665,-72.89635466
3045,300 FORBES AV #300,41.29266728,-72.89631644
3046,302 FORBES AV #302,41.29277057,-72.89639519
3047,350 FORBES AV #350,41.29122624,-72.89584972
3048,354 FORBES AV #354,41.29114582,-72.8958101
3049,21 CHAMBERLAIN ST #21,41.29312723,-72.89597094
3050,23 CHAMBERLAIN ST #23,41.29322746,-72.89585206
3051,25 CHAMBERLAIN ST #25,41.29333702,-72.89572152
3052,29 CHAMBERLAIN ST,41.29345707,-72.89557116
3053,43 CHAMBERLAIN ST,41.2936354,-72.89531474
3054,53 CHAMBERLAIN ST,41.2938044,-72.8950525
3055,55 CHAMBERLAIN ST,41.29386384,-72.89489166
3056,63 CHAMBERLAIN ST,41.29394426,-72.89463174
3057,67 CHAMBERLAIN ST,41.29402352,-72.89437183
3058,73 CHAMBERLAIN ST,41.29408413,-72.89419234
3059,79 CHAMBERLAIN ST,41.29413425,-72.89403149
3060,83 CHAMBERLAIN ST,41.29419369,-72.89387181
3061,40 FAIRMONT AV,41.294386,-72.89324242
3062,87 CHAMBERLAIN ST,41.29423943,-72.89372099
3063,36 FAIRMONT AV,41.29425663,-72.89318182
3064,830 WOODWARD AV,41.29122391,-72.89375293
3065,816 WOODWARD AV,41.29084394,-72.89391261
3066,WOODWARD AV,41.28114377,-72.89745113
3067,810 WOODWARD AV,41.29059452,-72.89401284
3068,416 FORBES AV,41.29035792,-72.89455249
3069,396 FORBES AV,41.29043717,-72.89484387
3070,FORBES AV,41.29390605,-72.89835628
3071,6 BROWN PL,41.29069243,-72.89501404
3072,8 BROWN PL,41.29083229,-72.89492312
3073,10 BROWN PL,41.29092204,-72.89486368
3074,12 BROWN PL,41.29100246,-72.89480308
3075,14 BROWN PL,41.2910922,-72.89474363
3076,1330 TOWNSEND AV,41.29290927,-72.89262353
3077,1324 TOWNSEND AV,41.29270996,-72.89256408
3078,1318 TOWNSEND AV,41.29257942,-72.89252446
3079,1314 TOWNSEND AV,41.29242907,-72.89247434
3080,1308 TOWNSEND AV,41.29230902,-72.89243354
3081,1302 TOWNSEND AV,41.29215983,-72.89238459
3082,1296 TOWNSEND AV,41.29202929,-72.89233447
3083,1290 TOWNSEND AV,41.29186961,-72.89228436
3084,1280 TOWNSEND AV,41.29163418,-72.89221676
3085,1274 TOWNSEND AV,41.2914745,-72.89218645
3086,1270 TOWNSEND AV,41.29135561,-72.89216664
3087,1266 TOWNSEND AV,41.29123556,-72.89215615
3088,1260 TOWNSEND AV,41.29094418,-72.89214682
3089,1254 TOWNSEND AV,41.29089523,-72.89215615
3090,1250 TOWNSEND AV,41.2907542,-72.89216664
3091,1246 TOWNSEND AV,41.290619,-72.89219578
3092,1242 TOWNSEND AV,41.2904092,-72.89224589
3093,TOWNSEND AV,41.27187565,-72.89685772
3094,TOWNSEND AV,41.27187565,-72.89685772
3095,FORBES AV,41.29390605,-72.89835628
3096,458 FORBES AV,41.28992784,-72.89288461
3097,454 FORBES AV,41.28994765,-72.89299533
3098,452 FORBES AV,41.28997795,-72.89311538
3099,442 FORBES AV,41.2900374,-72.89337413
3100,434 FORBES AV,41.29010733,-72.89363404
3101,430 FORBES AV,41.29017726,-72.89388347
3102,WOODWARD AV,41.28114377,-72.89745113
3103,819 WOODWARD AV,41.2909267,-72.89379838
3104,825 WOODWARD AV,41.29109687,-72.89372845
3105,827 WOODWARD AV,41.29111668,-72.89371913
3106,835 WOODWARD AV,41.29133697,-72.89362822
3107,841 WOODWARD AV,41.29151762,-72.89354896
3108,847 WOODWARD AV,41.291647,-72.89348835
3109,851 WOODWARD AV,41.29177754,-72.89343824
3110,855 WOODWARD AV,41.2918871,-72.89338928
3111,859 WOODWARD AV,41.29196752,-72.89335898
3112,863 WOODWARD AV,41.29209689,-72.89329837
3113,867 WOODWARD AV,41.29229737,-72.89321911
3114,81 OAKLEY ST,41.28951407,-72.88881573
3115,107 ASHLAND PL,41.28954321,-72.88830406
3116,115 ASHLAND PL,41.28952339,-72.88812457
3117,ASHLAND PL,41.28971925,-72.89003155
3118,590 FORBES AV,41.28892781,-72.8882959
3119,67 OAKLEY ST,41.28923318,-72.88886468
3120,77 OAKLEY ST,41.28937421,-72.88884487
3121,1245 TOWNSEND AV,41.29067261,-72.89210603
3122,15 IRVINGTON ST,41.29080315,-72.89143585
3123,17 IRVINGTON ST,41.29077285,-72.89127617
3124,23 IRVINGTON ST,41.29073322,-72.89108619
3125,29 IRVINGTON ST,41.29069359,-72.8908356
3126,35 IRVINGTON ST,41.29065396,-72.89063629
3127,39 IRVINGTON ST,41.29062366,-72.89048594
3128,45 IRVINGTON ST,41.29059336,-72.89032626
3129,49 IRVINGTON ST,41.29055373,-72.8901456
3130,59 IRVINGTON ST,41.29049312,-72.88979594
3131,55 IRVINGTON ST,41.29052342,-72.88997543
3132,61 IRVINGTON ST,41.29045349,-72.88960596
3133,63 IRVINGTON ST,41.29042319,-72.8894253
3134,75 IRVINGTON ST,41.29038356,-72.8892563
3135,81 IRVINGTON ST,41.29034393,-72.88900571
3136,100 OAKLEY ST,41.29007702,-72.88878659
3137,98 OAKLEY ST,41.28991735,-72.88881573
3138,84 ASHLAND PL,41.2896586,-72.88913975
3139,76 ASHLAND PL,41.28966792,-72.88938917
3140,72 ASHLAND PL,41.28966792,-72.88955001
3141,64 ASHLAND PL,41.28970755,-72.88986471
3142,60 ASHLAND PL,41.28975767,-72.89010481
3143,54 ASHLAND PL,41.2897973,-72.89030528
3144,50 ASHLAND PL,41.28984741,-72.89051508
3145,42 ASHLAND PL,41.28988821,-72.89071438
3146,36 ASHLAND PL,41.28992784,-72.89091485
3147,30 ASHLAND PL,41.28996746,-72.89112465
3148,24 ASHLAND PL,41.29000826,-72.89129482
3149,20 ASHLAND PL,41.2900374,-72.8914545
3150,16 ASHLAND PL,41.29007819,-72.89164448
3151,1231 TOWNSEND AV,41.29024253,-72.8922051
3152,1235 TOWNSEND AV,41.29033228,-72.89218529
3153,1239 TOWNSEND AV,41.29042202,-72.89216547
3154,1241 TOWNSEND AV,41.29053275,-72.89214566
3155,105 OAKLEY ST,41.29019474,-72.88869451
3156,113 IRVINGTON ST,41.29016327,-72.88788447
3157,116 ASHLAND PL,41.28956769,-72.88803715
3158,91 OAKLEY ST,41.28976466,-72.88876444
3159,95 OAKLEY ST,41.28991385,-72.88874463
3160,101 OAKLEY ST,41.29005488,-72.88871549
3161,OAKLEY ST,41.28780331,-72.88921869
3162,33 BURWELL ST,41.2915083,-72.89117943
3163,13 CHESTER ST,41.29151296,-72.89073536
3164,15 CHESTER ST,41.29148382,-72.89056519
3165,19 CHESTER ST,41.29145352,-72.8903857
3166,25 CHESTER ST,41.29142321,-72.89021553
3167,29 CHESTER ST,41.29139291,-72.89003488
3168,35 CHESTER ST,41.29136377,-72.88985538
3169,37 CHESTER ST,41.29133347,-72.88965491
3170,47 CHESTER ST,41.29129384,-72.88943579
3171,51 CHESTER ST,41.29125305,-72.88921551
3172,138 OAKLEY ST,41.29101761,-72.88859544
3173,132 OAKLEY ST,41.29093835,-72.88861526
3174,128 OAKLEY ST,41.2908183,-72.88863624
3175,126 OAKLEY ST,41.29067844,-72.88866537
3176,124 OAKLEY ST,41.29050827,-72.88870617
3177,70 IRVINGTON ST,41.29048729,-72.88948591
3178,64 IRVINGTON ST,41.2905176,-72.8896654
3179,60 IRVINGTON ST,41.29055722,-72.88985538
3180,54 IRVINGTON ST,41.29058753,-72.89002555
3181,50 IRVINGTON ST,41.29062832,-72.89020504
3182,42 IRVINGTON ST,41.29065746,-72.8903857
3183,38 IRVINGTON ST,41.29069825,-72.89056519
3184,34 IRVINGTON ST,41.29072739,-72.89073536
3185,30 IRVINGTON ST,41.2907577,-72.89090553
3186,24 IRVINGTON ST,41.290788,-72.89105588
3187,20 IRVINGTON ST,41.2908183,-72.89121556
3188,5 BURWELL ST,41.29114465,-72.89166779
3189,BURWELL ST,41.2933264,-72.88936431
3190,BURWELL ST,41.2933264,-72.88936431
3191,29 BURWELL ST,41.29137776,-72.89131929
3192,135 OAKLEY ST,41.29102344,-72.88852551
3193,138 PEAT MEADOW RD,41.29077867,-72.88747536
3194,136 PEAT MEADOW RD,41.29058869,-72.88752548
3195,91 CHESTER ST,41.29100362,-72.88783551
3196,118 IRVINGTON ST,41.29019824,-72.88775626
3197,112 IRVINGTON ST,41.29022738,-72.88794624
3198,108 IRVINGTON ST,41.29025768,-72.8881269
3199,115 OAKLEY ST,41.29045349,-72.88864556
3200,121 OAKLEY ST,41.29057354,-72.88861526
3201,125 OAKLEY ST,41.2906831,-72.88859544
3202,127 OAKLEY ST,41.29079266,-72.88857563
3203,133 OAKLEY ST,41.29090339,-72.88854532
3204,55 BURWELL ST,41.29215867,-72.8905582
3205,274 PEAT MEADOW RD,41.29215284,-72.8899731
3206,262 PEAT MEADOW RD,41.29213303,-72.8897738
3207,256 PEAT MEADOW RD,41.29211321,-72.88961412
3208,250 PEAT MEADOW RD,41.29208291,-72.88939383
3209,244 PEAT MEADOW RD,41.29209855,-72.88947963
3210,158 OAKLEY ST,41.29170761,-72.88845558
3211,60 CHESTER ST,41.29123789,-72.88882622
3212,56 CHESTER ST,41.29127752,-72.88905583
3213,50 CHESTER ST,41.29131832,-72.88927611
3214,38 CHESTER ST,41.29136727,-72.88956633
3215,30 CHESTER ST,41.29141739,-72.88986587
3216,28 CHESTER ST,41.29145818,-72.89009548
3217,20 CHESTER ST,41.29149781,-72.89031577
3218,43 BURWELL ST,41.29175889,-72.89092768
3219,47 BURWELL ST,41.29187894,-72.89081812
3220,51 BURWELL ST,41.29200948,-72.89069806
3221,171 OAKLEY ST,41.29189293,-72.88834485
3222,190 PEAT MEADOW RD,41.29191274,-72.88754297
3223,182 PEAT MEADOW RD,41.29160737,-72.88731569
3224,178 PEAT MEADOW RD,41.29145702,-72.88734599
3225,172 PEAT MEADOW RD,41.29128685,-72.88737629
3226,164 PEAT MEADOW RD,41.29110736,-72.88740543
3227,90 CHESTER ST,41.29106773,-72.88787514
3228,145 OAKLEY ST,41.29131365,-72.8884649
3229,155 OAKLEY ST,41.29150364,-72.88842527
3230,165 OAKLEY ST,41.29170294,-72.88838565
3231,1287 TOWNSEND AV,41.29177171,-72.89217713
3232,40 BURWELL ST #40,41.29170178,-72.89106288
3233,44 BURWELL ST #44,41.29173208,-72.89104306
3234,42 BURWELL ST #42,41.29170178,-72.89107337
3235,36 BURWELL ST,41.29157357,-72.89119109
3236,32 BURWELL ST,41.29152345,-72.89125169
3237,1269 TOWNSEND AV,41.2913358,-72.89209437
3238,1273 TOWNSEND AV,41.29140573,-72.89210486
3239,1285 TOWNSEND AV,41.29155725,-72.89212468
3240,PEAT MEADOW RD,41.28721652,-72.8883928
3241,PEAT MEADOW RD,41.28721652,-72.8883928
3242,115 PEAT MEADOW RD,41.28955253,-72.88769565
3243,610 FORBES AV,41.28878794,-72.88757444
3244,BURWELL ST,41.2933264,-72.88936431
3245,BURWELL ST,41.2933264,-72.88936431
3246,RUSSELL ST,41.30347456,-72.8794342
3247,211 PEAT MEADOW RD,41.29200831,-72.88805813
3248,BURWELL ST,41.2933264,-72.88936431
3249,81 BURWELL ST,41.29210776,-72.89059753
3250,89 BURWELL ST,41.29272861,-72.88996961
3251,95 BURWELL ST,41.29289878,-72.88977962
3252,101 BURWELL ST,41.29304797,-72.88962927
3253,109 BURWELL ST,41.29319716,-72.88947076
3254,115 BURWELL ST,41.29329739,-72.88935071
3255,121 BURWELL ST,41.29342793,-72.88920035
3256,127 BURWELL ST,41.293527,-72.88909079
3257,131 BURWELL ST,41.29362724,-72.88897074
3258,135 BURWELL ST,41.29371815,-72.88887051
3259,139 BURWELL ST,41.2937671,-72.88881107
3260,143 BURWELL ST,41.29387666,-72.88867237
3261,147 BURWELL ST,41.29399671,-72.88852318
3262,157 BURWELL ST,41.29414707,-72.88831222
3263,163 BURWELL ST,41.29429626,-72.88810242
3264,175 BURWELL ST,41.29447691,-72.88787281
3265,193 BURWELL ST,41.29459696,-72.88771313
3266,BURWELL ST,41.2933264,-72.88936431
3267,195 BURWELL ST,41.29477646,-72.88746254
3268,197 BURWELL ST,41.29488718,-72.887332
3269,BURWELL ST,41.2933264,-72.88936431
3270,MILTON ST,41.29292696,-72.88831088
3271,80 MILTON ST,41.29376477,-72.88728888
3272,70 MILTON ST,41.29365405,-72.88742874
3273,74 MILTON ST,41.29365405,-72.88742874
3274,76 MILTON ST,41.29376477,-72.88728888
3275,78 MILTON ST,41.29376477,-72.88728888
3276,66 MILTON ST,41.29350369,-72.88762921
3277,62 MILTON ST,41.29339413,-72.88775859
3278,58 MILTON ST,41.29330439,-72.88786931
3279,50 MILTON ST,41.29322396,-72.88797887
3280,42 MILTON ST,41.29306429,-72.88817935
3281,36 MILTON ST,41.29286381,-72.88843926
3282,MILTON ST,41.29292696,-72.88831088
3283,MILTON ST,41.29292696,-72.88831088
3284,MILTON ST,41.29292696,-72.88831088
3285,14 MILTON ST,41.29247453,-72.8889486
3286,255 PEAT MEADOW RD,41.29213769,-72.88936703
3287,PEAT MEADOW RD,41.28721652,-72.8883928
